C1,C2,C3,C4,C5,C6,C7,C8,article_id,human_label,human_confidence,corpus_batch,SMI_score,SMI_label
0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.3875,v18_1744,1,M,corpus_expansion_5000,0.7184514764722852,1
0.0,0.0,0.0,0.2,0.0,0.6667,0.0,0.6863,v18_1084,1,M,corpus_expansion_5000,0.3939591787208005,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v18_0926,1,M,corpus_expansion_5000,0.0945363922261271,0
0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.3374,v18_3049,0,H,corpus_expansion_5000,0.17550116536315735,0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,v18_1117,1,M,corpus_expansion_5000,0.1353199798207458,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,v18_0642,1,H,new_high_w1_pany,0.4413369854724032,1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,v18_4767,0,L,corpus_expansion_5000,0.8784590901281101,1
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7113,v18_0501,1,H,new_high_w1_pany,0.10805106127365775,0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,v18_4066,0,M,corpus_expansion_5000,0.1133379569328199,0
0.0,0.0,0.3823,0.4,0.0,0.0,0.0,0.0,v18_0333,0,H,new_mid_w0_p0,0.21470329231103846,0
0.0,0.0,0.2244,0.7,0.2244,0.0,0.0,0.0,v18_4684,0,M,corpus_expansion_5000,0.37527854712523623,0
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.9305,v18_0486,1,H,new_mid_w1_p1,0.19480981541195821,0
0.0,0.0,0.0,0.2,0.0,0.6667,0.0,0.8876,v18_1962,1,M,corpus_expansion_5000,0.3903356352953888,0
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,v18_0393,0,H,new_mid_w0_p0,0.2060688837501653,0
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.3666,v18_4842,0,M,corpus_expansion_5000,0.33890736907144947,0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4197,v18_4866,0,L,corpus_expansion_5000,0.11019172264984413,0
0.0,0.0,0.0,0.6,0.4732,1.0,1.0,0.0,v18_1755,1,M,corpus_expansion_5000,0.9085941183484763,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,v18_2515,1,M,corpus_expansion_5000,0.09023752126685754,0
0.0,0.0,0.0969,0.5,0.6002,0.6667,0.0,0.0778,v18_3585,0,H,corpus_expansion_5000,0.7134044656911401,1
0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,v18_4315,0,M,corpus_expansion_5000,0.17491898592996105,0
0.0,0.0,0.0,0.4,0.0,0.0,0.6667,0.0,v18_4966,0,M,corpus_expansion_5000,0.26116944252095853,0
0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,v18_2099,1,M,corpus_expansion_5000,0.2616779041263714,0
0.0,0.0,0.0,0.0,0.3421,0.0,0.0,0.2817,v18_3599,0,M,corpus_expansion_5000,0.12900293933497636,0
0.0,0.0,0.1141,0.2,0.0,1.0,0.0,0.0,v18_4121,0,M,corpus_expansion_5000,0.5998050314087884,1
0.0,0.0,0.0,0.9,0.0,0.0,0.75,0.2986,v18_0029,1,H,new_high_w1_pany,0.5001624409277972,1
0.3,0.2,0.0,0.8,0.3806,0.3333,0.0,0.9759,v18_0065,1,M,new_mid_w1_p0,0.9342212259595563,1
0.0,0.0,0.0,0.7,0.0,0.3333,0.0,0.6895,v18_0838,1,M,corpus_expansion_5000,0.4608024919347506,1
0.0,0.0,0.0,0.55,0.0,0.0,1.0,0.0,v18_3906,0,M,corpus_expansion_5000,0.3702056496403357,0
0.0,0.0,0.0,0.0,0.1999,0.0,0.0,0.0575,v18_3773,0,M,corpus_expansion_5000,0.11435009066173792,0
0.0,0.0,0.5006,0.4,0.0,0.3333,0.6667,0.0,v18_4635,0,M,corpus_expansion_5000,0.4746410107363502,1
0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,v18_3161,0,H,corpus_expansion_5000,0.3921913672632442,0
0.0,0.0,0.0,0.3,0.2934,0.0,1.0,0.2391,v18_2659,1,M,corpus_expansion_5000,0.32361796281345045,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,v18_4615,0,M,corpus_expansion_5000,0.22311587068072297,0
0.0,0.0,0.5841,0.6,0.0,0.0,0.0,0.6414,v18_4628,0,H,corpus_expansion_5000,0.2974134317437954,0
0.0,0.0,0.0,0.3,0.0,0.3333,0.0,0.0,v18_2451,1,M,corpus_expansion_5000,0.2860730847351194,0
0.0,0.0,0.4371,0.1,0.0,0.0,0.0,0.9153,v18_2846,1,M,corpus_expansion_5000,0.1244348731246576,0
0.5,0.0,0.0,0.4,0.0,0.0,0.8,0.8633,v18_1144,1,M,corpus_expansion_5000,0.9073655589829259,1
0.0,0.0,0.1902,0.0,0.0,0.3333,0.0,0.3418,v18_3078,0,H,corpus_expansion_5000,0.1867513257725107,0
0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,v18_1103,1,H,corpus_expansion_5000,0.48148413082813596,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,v18_0168,0,L,new_mid_w0_p0,0.1618695290589579,0
0.3,0.0,0.0,0.7,0.4557,0.0,0.0,0.0,v18_1670,1,M,corpus_expansion_5000,0.8367501123989921,1
0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,v18_2570,1,L,corpus_expansion_5000,0.2601425988962303,0
0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5272,v18_2377,1,M,corpus_expansion_5000,0.15549232995382364,0
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,v18_4395,0,L,corpus_expansion_5000,0.3451374483123983,0
0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.4866,v18_4257,0,M,corpus_expansion_5000,0.11997677692282648,0
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,v18_3862,0,M,corpus_expansion_5000,0.3451374483123983,0
0.0,0.0,0.0,0.6,0.0,0.3333,0.0,0.0,v18_0023,0,H,new_high_w1_pany,0.4237456057776692,1
0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.8085,v18_2633,1,M,corpus_expansion_5000,0.2140482906708334,0
0.0,0.0,0.0,0.0,0.8103,0.0,0.0,0.0,v18_3340,0,H,corpus_expansion_5000,0.2008691921806495,0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6832,v18_2215,1,M,corpus_expansion_5000,0.10825574391272422,0
0.0,0.0,0.0,0.1,0.3506,0.0,0.0,0.0,v18_3682,0,M,corpus_expansion_5000,0.15750089433669626,0
0.0,0.0,0.0,0.1,0.2742,0.3333,0.0,0.7144,v18_4724,0,L,corpus_expansion_5000,0.25427925272153434,0
0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.7364,v18_1907,1,M,corpus_expansion_5000,0.23253311119379863,0
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,v18_0084,0,H,new_low_w0_pany,0.2060688837501653,0
0.0,0.0,0.0,0.7,0.0,0.3333,0.0,0.0,v18_0227,0,H,new_mid_w0_p0,0.4737632500619631,1
0.0,0.0,0.0,0.8,0.6358,0.0,0.0,0.9701,v18_0296,0,H,new_mid_w0_p0,0.4939110834444935,1
0.0,0.0,0.0,0.9,0.1576,0.6667,0.0,0.0,v18_1001,1,M,corpus_expansion_5000,0.7700541146917192,1
0.0,0.0,0.0,0.55,0.0,0.0,0.8,0.0,v18_2138,1,M,corpus_expansion_5000,0.34200983460079226,0
0.0,0.0,0.0,0.9,0.3984,0.0,0.0,0.0,v18_0711,0,H,v17_reused,0.49846667416635043,1
0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,v18_2801,1,L,corpus_expansion_5000,0.16079228470839807,0
0.0,0.0,0.6314,0.0,0.0,0.0,0.0,0.0,v18_2527,1,M,corpus_expansion_5000,0.11852289482861728,0
0.0,0.0,0.0,0.7,0.2364,0.0,0.0,0.1913,v18_3752,0,M,corpus_expansion_5000,0.35412000795151966,0
0.0,0.0,0.0,0.3,0.3367,0.0,0.0,0.0,v18_3321,0,H,corpus_expansion_5000,0.21631558104374735,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v18_3181,0,H,corpus_expansion_5000,0.0945363922261271,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,v18_4183,0,M,corpus_expansion_5000,0.19000580961738978,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.9115,v18_1615,1,M,corpus_expansion_5000,0.17963739025511583,0
0.0,0.0,0.3028,0.3,0.514,0.0,0.0,0.0,v18_3024,0,H,corpus_expansion_5000,0.2741418321182398,0
0.0,0.0,0.0,0.45,0.0,0.3333,0.0,0.0,v18_1413,1,M,corpus_expansion_5000,0.35183690948447854,0
0.0,0.0,0.0,0.8,0.4159,0.3333,0.0,0.0,v18_0763,1,H,new_high_w1_pany,0.6337366113440399,1
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,v18_0655,0,H,new_high_w1_pany,0.1133379569328199,0
0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.9909,v18_4797,0,M,corpus_expansion_5000,0.24748042004590734,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4668,v18_3849,0,M,corpus_expansion_5000,0.21706526164504839,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8414,v18_4153,0,M,corpus_expansion_5000,0.1804188402741266,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769,v18_0468,1,H,new_mid_w1_p1,0.09087249753497764,0
0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,v18_0157,0,H,new_high_w1_pany,0.3921913672632442,0
0.0,0.0,0.0,0.45,0.0,0.0,0.6667,0.0,v18_1295,1,M,corpus_expansion_5000,0.2811603874862428,0
0.0,0.0,0.0,0.9,0.0,0.6667,0.0,0.0,v18_0497,0,H,new_mid_w1_p0,0.7384126165357974,1
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,v18_4740,0,M,corpus_expansion_5000,0.2060688837501653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v18_2940,0,H,corpus_expansion_5000,0.0945363922261271,0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,v18_3456,0,H,corpus_expansion_5000,0.1353199798207458,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2959,v18_0373,0,H,v17_reused,0.18659056127798318,0
0.0,0.0,0.0,0.45,0.0,0.5833,0.0,0.0,v18_0079,0,H,new_mid_w1_p0,0.48561383052236684,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727,v18_1553,1,M,corpus_expansion_5000,0.089658305967913,0
0.3,0.0,0.0,0.0,0.0,0.3333,0.0,0.7708,v18_1669,1,M,corpus_expansion_5000,0.5994402408150515,1
0.3,0.0,0.9565,0.0,0.2299,0.0,0.0,0.8082,v18_2131,1,H,corpus_expansion_5000,0.5732181331789303,1
0.0,0.0,0.0,0.3,0.2454,0.0,0.0,0.0,v18_4439,0,M,corpus_expansion_5000,0.20000505871365404,0
0.0,0.0,0.0,0.4,0.3772,0.0,0.0,0.9818,v18_0465,1,H,new_mid_w1_p1,0.246916696368595,0
0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.4866,v18_0248,0,H,v17_reused,0.3146615032205769,0
0.0,0.0,0.4759,0.3,0.0,0.0,0.0,0.0,v18_0931,1,M,corpus_expansion_5000,0.18821106631727777,0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8511,v18_1335,1,H,corpus_expansion_5000,0.12797425872606974,0
0.3,0.0,0.0,0.9,0.7564,0.3333,0.6667,0.0,v18_4524,0,L,corpus_expansion_5000,0.9710530395465713,1
0.0,0.0,0.0,0.2,0.0,0.6667,0.0,0.0,v18_1338,1,H,corpus_expansion_5000,0.40639880133444034,0
0.5,0.0,0.0,0.1,0.0,0.3333,0.0,0.3168,v18_1406,1,M,corpus_expansion_5000,0.8767260447851957,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v18_1090,1,M,corpus_expansion_5000,0.0945363922261271,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,v18_4209,0,M,corpus_expansion_5000,0.22311587068072297,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,v18_0742,0,H,new_low_w0_pany,0.4413369854724032,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6886,v18_2323,1,M,corpus_expansion_5000,0.09017802333693167,0
0.0,0.0,0.0,1.0,0.0,0.5833,0.0,0.0,v18_3601,0,M,corpus_expansion_5000,0.7418273342619686,1
0.0,0.0,0.0,0.7,0.4109,0.0,0.0,0.0,v18_2123,1,M,corpus_expansion_5000,0.40195527162411765,0
0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,v18_2094,1,M,corpus_expansion_5000,0.28008474130873345,0
0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,v18_0240,1,H,new_high_w1_pany,0.32263931900913917,0
0.3,0.0,0.0,1.0,0.3454,0.3333,0.0,0.0,v18_2351,1,M,corpus_expansion_5000,0.9458115900171541,1
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2731,v18_1370,1,M,corpus_expansion_5000,0.11128190119967919,0
0.5,0.0,0.2017,0.0,0.0,1.0,0.0,0.2999,v18_1057,1,M,corpus_expansion_5000,0.9650190603320085,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,v18_4816,0,L,corpus_expansion_5000,0.4413369854724032,1
0.0,0.0,0.0,0.1,0.3658,0.0,0.0,0.5043,v18_0199,0,H,new_mid_w0_p0,0.15465557260335663,0
0.0,0.0,0.0,0.35,0.5654,0.0,0.8333,0.0,v18_2280,1,L,corpus_expansion_5000,0.39518663841831475,0
0.0,0.0,0.0,0.0,0.1447,0.6667,0.0,0.0,v18_4749,0,M,corpus_expansion_5000,0.3482540825610084,0
0.0,0.0,0.0,0.25,0.0,0.0,0.8,0.7364,v18_2220,1,M,corpus_expansion_5000,0.21130476167907544,0
0.0,0.0,0.0,0.2,0.2293,0.0,0.0,0.3349,v18_4771,0,L,corpus_expansion_5000,0.16364103087156653,0
0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,v18_2819,1,M,corpus_expansion_5000,0.30093381222399707,0
0.0,0.0,0.0,0.0,0.2528,0.0,0.0,0.0,v18_3150,0,H,corpus_expansion_5000,0.12074899708751488,0
0.0,0.0,0.5565,1.0,0.334,0.0,0.0,0.0,v18_4256,0,M,corpus_expansion_5000,0.5864653611075765,1
0.0,0.0,0.0,0.0,0.2509,0.0,0.0,0.4959,v18_3107,0,H,corpus_expansion_5000,0.11661683327811026,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,v18_1973,1,M,corpus_expansion_5000,0.19000580961738978,0
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,v18_1375,1,M,corpus_expansion_5000,0.1476023763660605,0
0.0,0.0,0.0,0.0,0.3492,0.0,0.0,0.107,v18_3968,0,M,corpus_expansion_5000,0.13136854738888568,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5332,v18_4062,0,M,corpus_expansion_5000,0.09114550185653858,0
0.0,0.0,0.0,0.3,0.2202,0.0,0.0,0.3229,v18_4445,0,M,corpus_expansion_5000,0.19185974657392724,0
0.0,0.0,0.0,0.3,0.4606,0.0,0.0,0.3831,v18_3557,0,H,corpus_expansion_5000,0.2347185762861585,0
0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,v18_0964,1,M,corpus_expansion_5000,0.22449896003037811,0
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,v18_0179,0,L,new_low_w0_pany,0.3451374483123983,0
0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2986,v18_3698,0,M,corpus_expansion_5000,0.15777274024172375,0
0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3706,v18_3821,0,M,corpus_expansion_5000,0.2950791998244779,0
0.0,0.0,0.0,1.0,0.0,0.6667,0.0,0.3291,v18_4878,0,H,corpus_expansion_5000,0.7712272984829612,1
0.0,0.0,0.0,0.6,0.4462,0.0,0.0,0.0,v18_3899,0,M,corpus_expansion_5000,0.3632184722451032,0
0.0,0.0,0.0,0.7,0.6471,0.0,0.0,0.0,v18_4487,0,L,corpus_expansion_5000,0.4647540629499113,1
0.0,0.0,0.0,0.4,0.1303,0.3333,0.0,0.0,v18_3238,0,H,corpus_expansion_5000,0.36103396929987586,0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,v18_2974,0,H,corpus_expansion_5000,0.1133379569328199,0
0.0,0.0,0.0,0.3,0.4262,0.0,0.0,0.3478,v18_3580,0,H,corpus_expansion_5000,0.22855476165745936,0
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,v18_2887,1,L,corpus_expansion_5000,0.1476023763660605,0
0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,v18_2575,1,M,corpus_expansion_5000,0.4165568777450921,0
0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.4866,v18_1419,1,M,corpus_expansion_5000,0.4076543965940803,0
0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2254,v18_3907,0,H,corpus_expansion_5000,0.2973651279914681,0
0.0,0.0,0.0,1.0,0.5654,0.3333,0.0,0.0,v18_4673,0,M,corpus_expansion_5000,0.7530834018823405,1
0.0,0.0,0.0,0.05,0.0,0.3333,0.875,0.7364,v18_4902,0,M,corpus_expansion_5000,0.2813285908847708,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,v18_1860,1,M,corpus_expansion_5000,0.08867333438792221,0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3012,v18_0008,0,H,new_low_w0_pany,0.1110722095740751,0
0.8,0.0,0.0,0.65,0.0,0.0,0.0,0.7364,v18_2894,1,M,corpus_expansion_5000,0.9864580400664303,1
0.0,0.0,0.925,0.2,0.0,0.0,0.0,0.0,v18_2847,1,M,corpus_expansion_5000,0.1848062794709119,0
0.0,0.0,0.0,0.0,0.7225,0.0,0.0,0.2835,v18_3664,0,M,corpus_expansion_5000,0.18280174671650304,0
0.0,0.0,0.0,0.95,0.8111,0.0,0.0,0.0,v18_0144,0,H,v17_reused,0.6324019153695057,1
0.0,0.0,0.0,0.45,0.0,0.0,1.0,0.0,v18_2104,1,M,corpus_expansion_5000,0.32438175186790896,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,v18_3143,0,H,corpus_expansion_5000,0.22311587068072297,0
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3109,v18_0841,1,M,corpus_expansion_5000,0.11099990523577062,0
0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3942,v18_1128,1,H,corpus_expansion_5000,0.15681578847322364,0
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.6386,v18_0151,0,H,v17_reused,0.33432060092664034,0
0.0,0.0,0.0,0.2,0.3177,0.0,0.0,0.0,v18_3591,0,H,corpus_expansion_5000,0.18090296075515916,0
0.0,0.0,0.0,0.0,0.3213,0.0,0.0,0.0,v18_1052,1,M,corpus_expansion_5000,0.12885919843046614,0
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,v18_1590,1,M,corpus_expansion_5000,0.2060688837501653,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v18_3008,0,H,corpus_expansion_5000,0.0945363922261271,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582,v18_2029,1,M,corpus_expansion_5000,0.08852149829508693,0
0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,v18_3418,0,H,corpus_expansion_5000,0.28008474130873345,0
0.3,0.0,0.0,0.0,0.3084,0.3333,1.0,0.0,v18_1807,1,M,corpus_expansion_5000,0.8038940786129363,1
0.0,0.0,0.0,0.8,0.0,0.3333,0.0,0.3988,v18_2696,1,L,corpus_expansion_5000,0.5167968786685285,1
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,v18_3039,0,H,corpus_expansion_5000,0.1353199798207458,0
0.0,0.0,0.3596,0.9,0.0,0.0,0.0,0.7561,v18_0472,0,H,v17_reused,0.4131071123395625,0
0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,v18_3289,0,H,corpus_expansion_5000,0.17491898592996105,0
0.3,0.2,0.2208,0.0,0.0,0.0,0.0,0.9558,v18_4074,0,M,corpus_expansion_5000,0.49348267529680373,1
0.0,0.0,0.229,0.0,0.4055,0.0,0.0,0.4611,v18_3496,0,H,corpus_expansion_5000,0.14643258345125226,0
0.0,0.0,0.0,1.0,0.3421,0.0,0.0,0.0,v18_0279,0,H,new_high_w1_pany,0.5337471655747154,1
0.0,0.0,0.0,0.95,0.0,0.3333,0.0,0.0,v18_1741,1,M,corpus_expansion_5000,0.598900906658088,1
0.0,0.0,0.0,0.0,0.3061,0.0,0.0,0.0,v18_4624,0,L,corpus_expansion_5000,0.12702041596134325,0
0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,v18_2886,1,M,corpus_expansion_5000,0.3451374483123983,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6372,v18_1941,1,M,corpus_expansion_5000,0.1827102932336691,0
0.0,0.0,0.0,0.2,0.0,0.0,0.7143,0.4545,v18_0100,0,L,v17_reused,0.19004946525341476,0
0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,v18_2804,1,L,corpus_expansion_5000,0.2060688837501653,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4606,v18_3570,0,H,corpus_expansion_5000,0.21714484267632456,0
0.0,0.0,0.6456,0.0,0.0,0.0,0.0,0.555,v18_3684,0,M,corpus_expansion_5000,0.1147905028265855,0
0.0,0.0,0.4631,0.0,0.0,0.0,0.0,0.0,v18_3661,0,M,corpus_expansion_5000,0.11165742310247344,0
0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,v18_0530,0,H,new_mid_w1_p0,0.19000580961738978,0
0.0,0.0,0.3893,0.0,0.0,0.0,0.0,0.9449,v18_1886,1,M,corpus_expansion_5000,0.10203219586822919,0
0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4606,v18_0681,0,H,v17_reused,0.25350400373762855,0
0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.3696,v18_3794,0,H,corpus_expansion_5000,0.5820094274292109,1
0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,v18_3944,0,M,corpus_expansion_5000,0.9348993733286842,1
0.0,0.0,0.0,0.3,0.6142,0.0,0.0,0.5136,v18_4666,0,M,corpus_expansion_5000,0.26402233713685125,0
0.0,0.0,0.0,1.0,0.4305,0.3333,0.0,0.0,v18_2018,1,M,corpus_expansion_5000,0.7248914332212644,1
0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,v18_1096,1,M,corpus_expansion_5000,0.36835127139997426,0
0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7107,v18_0829,1,M,corpus_expansion_5000,0.13565901974712083,0
0.0,0.0,0.0,0.4,0.2778,0.0,0.0,0.0,v18_2805,1,M,corpus_expansion_5000,0.240715711470191,0
0.0,0.0,0.0,0.1,0.0,0.3333,0.0,0.0,v18_3829,0,M,corpus_expansion_5000,0.21093841116397974,0
0.0,0.0,0.0,0.5,0.313,0.0,0.0,0.4414,v18_4381,0,M,corpus_expansion_5000,0.28058659899601207,0
0.0,0.0,0.0,0.6,0.2197,0.0,0.6667,0.0,v18_3891,0,M,corpus_expansion_5000,0.4020482029988911,0
0.0,0.0,0.0,0.55,0.0,0.3333,0.0,0.4866,v18_0764,0,H,v17_reused,0.3904672205704019,0
0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.819,v18_2767,1,M,corpus_expansion_5000,0.15262062134482607,0
0.0,0.0,0.0,0.9,0.3225,0.0,0.8333,0.0,v18_4328,0,M,corpus_expansion_5000,0.604467578533495,1
0.0,0.0,0.0,0.2,0.2299,0.0,0.0,0.3365,v18_3295,0,H,corpus_expansion_5000,0.16371354546707997,0
0.0,0.0,0.5337,0.0,0.0813,0.3333,0.0,0.6828,v18_2194,1,M,corpus_expansion_5000,0.21904579484767414,0
0.0,0.0,0.6191,0.2,0.0,0.0,0.0,0.5339,v18_2357,1,L,corpus_expansion_5000,0.1615155709190323,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036,v18_3425,0,H,corpus_expansion_5000,0.09195948774641224,0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3666,v18_3979,0,M,corpus_expansion_5000,0.21835397631678222,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v18_0911,1,H,corpus_expansion_5000,0.0945363922261271,0
0.0,0.0,0.5654,0.7,0.0,0.0,0.0,0.0,v18_3145,0,H,corpus_expansion_5000,0.3506169306401404,0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7317,v18_0999,1,H,corpus_expansion_5000,0.417820826281156,1
0.0,0.0,0.2975,0.0,0.2975,0.6667,0.0,0.0,v18_3653,0,M,corpus_expansion_5000,0.41535974476147886,0
0.0,0.0,0.7171,0.2,0.0,0.0,0.0,0.0,v18_2483,1,M,corpus_expansion_5000,0.17258558414266226,0
